record_id,zip_code,year,quarter,foreclosure_notices,ev_registrations,sewer_overflow_incidents
20779_2024_Q2,20779,2024,2,4,66,0
20779_2024_Q3,20779,2024,3,3,78,0
20779_2024_Q4,20779,2024,4,4,79,0
20779_2025_Q1,20779,2025,1,3,82,0
20779_2025_Q2,20779,2025,2,3,80,0
20779_2025_Q3,20779,2025,3,3,95,0
20779_2025_Q4,20779,2025,4,6,102,0
20780_2023_Q1,20780,2023,1,0,0,0
20780_2023_Q2,20780,2023,2,0,0,0
20780_2023_Q3,20780,2023,3,0,0,0
20780_2023_Q4,20780,2023,4,0,0,0
20780_2024_Q1,20780,2024,1,0,0,0
20780_2024_Q2,20780,2024,2,0,0,0
20780_2024_Q3,20780,2024,3,0,0,0
20780_2024_Q4,20780,2024,4,0,0,0
20780_2025_Q1,20780,2025,1,0,0,0
20780_2025_Q2,20780,2025,2,0,0,0
20780_2025_Q3,20780,2025,3,0,0,0
20780_2025_Q4,20780,2025,4,0,0,0
20781_2023_Q1,20781,2023,1,22,376,1
20781_2023_Q2,20781,2023,2,21,400,1
20781_2023_Q3,20781,2023,3,22,440,0
20781_2023_Q4,20781,2023,4,27,491,0
20781_2024_Q1,20781,2024,1,31,529,0
20781_2024_Q2,20781,2024,2,18,576,0
20781_2024_Q3,20781,2024,3,23,639,0
20781_2024_Q4,20781,2024,4,21,687,1
20781_2025_Q1,20781,2025,1,29,720,1
20781_2025_Q2,20781,2025,2,27,749,0
20781_2025_Q3,20781,2025,3,20,790,0
20781_2025_Q4,20781,2025,4,23,792,0
20782_2023_Q1,20782,2023,1,60,582,0
20782_2023_Q2,20782,2023,2,60,615,2
20782_2023_Q3,20782,2023,3,60,697,1
20782_2023_Q4,20782,2023,4,63,777,0
20782_2024_Q1,20782,2024,1,70,844,1
20782_2024_Q2,20782,2024,2,60,919,0
20782_2024_Q3,20782,2024,3,74,991,0
20782_2024_Q4,20782,2024,4,76,1094,1
20782_2025_Q1,20782,2025,1,85,1207,0
20782_2025_Q2,20782,2025,2,64,1308,0
20782_2025_Q3,20782,2025,3,64,1400,0
20782_2025_Q4,20782,2025,4,70,1467,0
20783_2023_Q1,20783,2023,1,101,247,0
20783_2023_Q2,20783,2023,2,76,292,0
20783_2023_Q3,20783,2023,3,69,333,0
20783_2023_Q4,20783,2023,4,64,369,1
20783_2024_Q1,20783,2024,1,89,401,2
20783_2024_Q2,20783,2024,2,91,439,1
20783_2024_Q3,20783,2024,3,98,492,0
20783_2024_Q4,20783,2024,4,96,546,2
20783_2025_Q1,20783,2025,1,102,586,2
20783_2025_Q2,20783,2025,2,105,617,0
20783_2025_Q3,20783,2025,3,108,656,1
20783_2025_Q4,20783,2025,4,111,684,1
20784_2023_Q1,20784,2023,1,119,158,0
20784_2023_Q2,20784,2023,2,79,172,1
20784_2023_Q3,20784,2023,3,104,193,0
20784_2023_Q4,20784,2023,4,103,214,0
20784_2024_Q1,20784,2024,1,107,234,0
20784_2024_Q2,20784,2024,2,99,297,0
20784_2024_Q3,20784,2024,3,121,361,0
20784_2024_Q4,20784,2024,4,112,411,0
20784_2025_Q1,20784,2025,1,120,446,0
20784_2025_Q2,20784,2025,2,124,489,1
20784_2025_Q3,20784,2025,3,132,553,1
20784_2025_Q4,20784,2025,4,128,581,0
20785_2023_Q1,20785,2023,1,163,499,1
20785_2023_Q2,20785,2023,2,144,540,0
20785_2023_Q3,20785,2023,3,152,587,0
20785_2023_Q4,20785,2023,4,141,641,0
20785_2024_Q1,20785,2024,1,149,711,1
20785_2024_Q2,20785,2024,2,165,812,1
20785_2024_Q3,20785,2024,3,198,952,0
20785_2024_Q4,20785,2024,4,210,1070,1
20785_2025_Q1,20785,2025,1,217,1916,1
20785_2025_Q2,20785,2025,2,220,1268,1
20785_2025_Q3,20785,2025,3,221,1380,0
20785_2025_Q4,20785,2025,4,287,1472,0
20787_2023_Q1,20787,2023,1,0,0,0
20787_2023_Q2,20787,2023,2,0,0,0
20787_2023_Q3,20787,2023,3,0,0,0
20787_2023_Q4,20787,2023,4,0,0,0
20787_2024_Q1,20787,2024,1,0,0,0
20787_2024_Q2,20787,2024,2,0,0,0
20787_2024_Q3,20787,2024,3,0,0,0
20787_2024_Q4,20787,2024,4,0,0,0
20787_2025_Q1,20787,2025,1,0,0,0
20787_2025_Q2,20787,2025,2,0,0,0
20787_2025_Q3,20787,2025,3,0,0,0
20787_2025_Q4,20787,2025,4,0,0,0
20788_2023_Q1,20788,2023,1,0,0,0
20788_2023_Q2,20788,2023,2,0,0,0
20788_2023_Q3,20788,2023,3,0,0,0
20788_2023_Q4,20788,2023,4,0,0,0
20788_2024_Q1,20788,2024,1,0,0,0
20788_2024_Q2,20788,2024,2,0,0,0
20788_2024_Q3,20788,2024,3,0,0,0
20788_2024_Q4,20788,2024,4,0,0,1
20788_2025_Q1,20788,2025,1,0,0,0
20788_2025_Q2,20788,2025,2,0,0,0
20788_2025_Q3,20788,2025,3,0,0,0
20788_2025_Q4,20788,2025,4,0,0,0
20794_2023_Q1,20794,2023,1,33,423,0
20794_2023_Q2,20794,2023,2,26,478,0
20794_2023_Q3,20794,2023,3,28,557,0
20794_2023_Q4,20794,2023,4,27,620,0
20794_2024_Q1,20794,2024,1,31,661,2
20794_2024_Q2,20794,2024,2,31,715,1
20794_2024_Q3,20794,2024,3,42,786,0
20794_2024_Q4,20794,2024,4,42,840,0
20794_2025_Q1,20794,2025,1,38,898,0
20794_2025_Q2,20794,2025,2,20,961,0
20794_2025_Q3,20794,2025,3,47,982,0
20794_2025_Q4,20794,2025,4,34,989,1
20812_2023_Q1,20812,2023,1,0,47,0
20812_2023_Q2,20812,2023,2,0,48,0
20812_2023_Q3,20812,2023,3,0,48,0
20812_2023_Q4,20812,2023,4,0,56,0
20812_2024_Q1,20812,2024,1,0,61,0
20812_2024_Q2,20812,2024,2,0,70,0
20812_2024_Q3,20812,2024,3,0,78,0
20812_2024_Q4,20812,2024,4,0,82,0
20812_2025_Q1,20812,2025,1,0,81,0
20812_2025_Q2,20812,2025,2,0,87,0
20812_2025_Q3,20812,2025,3,1,92,0
20812_2025_Q4,20812,2025,4,1,99,0
20814_2023_Q1,20814,2023,1,14,3053,1
20814_2023_Q2,20814,2023,2,17,3266,0
20814_2023_Q3,20814,2023,3,12,3578,0
20814_2023_Q4,20814,2023,4,13,3861,0
20814_2024_Q1,20814,2024,1,10,4232,0
20814_2024_Q2,20814,2024,2,15,4459,0
20814_2024_Q3,20814,2024,3,18,4815,0
20814_2024_Q4,20814,2024,4,21,5148,0
20814_2025_Q1,20814,2025,1,8,5372,0
20814_2025_Q2,20814,2025,2,26,5576,0
20814_2025_Q3,20814,2025,3,20,5799,0
20814_2025_Q4,20814,2025,4,20,6002,0
20815_2023_Q1,20815,2023,1,10,3327,0
20815_2023_Q2,20815,2023,2,18,3544,0
20815_2023_Q3,20815,2023,3,12,3760,2
20815_2023_Q4,20815,2023,4,10,4049,1
20815_2024_Q1,20815,2024,1,17,4339,1
20815_2024_Q2,20815,2024,2,9,4670,1
20815_2024_Q3,20815,2024,3,24,4995,1
20815_2024_Q4,20815,2024,4,18,5310,0
20815_2025_Q1,20815,2025,1,12,5620,0
20815_2025_Q2,20815,2025,2,13,5883,1
20815_2025_Q3,20815,2025,3,30,6144,0
20815_2025_Q4,20815,2025,4,16,6316,0
20816_2023_Q1,20816,2023,1,4,1980,0
20816_2023_Q2,20816,2023,2,6,2097,0
20816_2023_Q3,20816,2023,3,5,2237,0
20816_2023_Q4,20816,2023,4,5,2445,0
20816_2024_Q1,20816,2024,1,7,2612,0
20816_2024_Q2,20816,2024,2,4,2776,0
20816_2024_Q3,20816,2024,3,10,2983,0
20816_2024_Q4,20816,2024,4,3,3182,0
20816_2025_Q1,20816,2025,1,9,3386,1
20816_2025_Q2,20816,2025,2,7,3560,1
20816_2025_Q3,20816,2025,3,6,3717,0
20816_2025_Q4,20816,2025,4,4,3859,3
20817_2023_Q1,20817,2023,1,21,5110,1
20817_2023_Q2,20817,2023,2,14,5516,1
20817_2023_Q3,20817,2023,3,13,5936,0
20817_2023_Q4,20817,2023,4,6,6494,1
20817_2024_Q1,20817,2024,1,20,6976,0
20817_2024_Q2,20817,2024,2,13,7507,1
20817_2024_Q3,20817,2024,3,19,8050,0
20817_2024_Q4,20817,2024,4,14,8489,0
20817_2025_Q1,20817,2025,1,20,8944,0
20817_2025_Q2,20817,2025,2,13,9421,0
20817_2025_Q3,20817,2025,3,14,10029,2
20817_2025_Q4,20817,2025,4,17,10388,1
20818_2023_Q1,20818,2023,1,2,305,0
20818_2023_Q2,20818,2023,2,3,323,0
20818_2023_Q3,20818,2023,3,2,348,0
20818_2023_Q4,20818,2023,4,1,379,0
20818_2024_Q1,20818,2024,1,3,412,0
20818_2024_Q2,20818,2024,2,1,432,0
20818_2024_Q3,20818,2024,3,1,451,0
20818_2024_Q4,20818,2024,4,4,479,0
20818_2025_Q1,20818,2025,1,2,521,1
20818_2025_Q2,20818,2025,2,0,558,0
20818_2025_Q3,20818,2025,3,0,577,0
20818_2025_Q4,20818,2025,4,2,581,0
20820_2023_Q1,20820,2023,1,0,0,0
20820_2023_Q2,20820,2023,2,0,0,0
20820_2023_Q3,20820,2023,3,0,0,0
20820_2023_Q4,20820,2023,4,0,0,0
20820_2024_Q1,20820,2024,1,0,0,0
20820_2024_Q2,20820,2024,2,0,0,0
20820_2024_Q3,20820,2024,3,0,0,0
20820_2024_Q4,20820,2024,4,0,0,0
20820_2025_Q1,20820,2025,1,0,0,0
20820_2025_Q2,20820,2025,2,0,0,0
20820_2025_Q3,20820,2025,3,0,0,0
20820_2025_Q4,20820,2025,4,1,0,0
20825_2023_Q1,20825,2023,1,0,0,0
20825_2023_Q2,20825,2023,2,0,0,0
20825_2023_Q3,20825,2023,3,0,0,0
20825_2023_Q4,20825,2023,4,0,0,0
20825_2024_Q1,20825,2024,1,0,0,0
20825_2024_Q2,20825,2024,2,0,0,0
20825_2024_Q3,20825,2024,3,0,0,0
20825_2024_Q4,20825,2024,4,0,0,0
20825_2025_Q1,20825,2025,1,0,0,0
20825_2025_Q2,20825,2025,2,0,0,0
20825_2025_Q3,20825,2025,3,0,0,0
20825_2025_Q4,20825,2025,4,0,0,0
20827_2023_Q1,20827,2023,1,0,0,0
20827_2023_Q2,20827,2023,2,0,0,0
20827_2023_Q3,20827,2023,3,0,0,0
20827_2023_Q4,20827,2023,4,0,0,0
20827_2024_Q1,20827,2024,1,0,0,0
20827_2024_Q2,20827,2024,2,0,0,0
20827_2024_Q3,20827,2024,3,0,0,0
20827_2024_Q4,20827,2024,4,0,0,0
20827_2025_Q1,20827,2025,1,0,0,0
20827_2025_Q2,20827,2025,2,0,0,0
20827_2025_Q3,20827,2025,3,0,0,0
20827_2025_Q4,20827,2025,4,0,0,0
20832_2023_Q1,20832,2023,1,30,1030,0
20832_2023_Q2,20832,2023,2,32,1143,0
20832_2023_Q3,20832,2023,3,35,1243,0
20832_2023_Q4,20832,2023,4,41,1360,0
20832_2024_Q1,20832,2024,1,32,1491,0
20832_2024_Q2,20832,2024,2,45,1643,1
20832_2024_Q3,20832,2024,3,49,1786,0
20832_2024_Q4,20832,2024,4,44,1901,0
20832_2025_Q1,20832,2025,1,40,1998,1
20832_2025_Q2,20832,2025,2,50,2080,1
20832_2025_Q3,20832,2025,3,37,2192,0
20832_2025_Q4,20832,2025,4,48,2300,0
20833_2023_Q1,20833,2023,1,13,574,0
20833_2023_Q2,20833,2023,2,6,620,0
20833_2023_Q3,20833,2023,3,9,672,0
20833_2023_Q4,20833,2023,4,5,729,0
20833_2024_Q1,20833,2024,1,16,793,0
20833_2024_Q2,20833,2024,2,13,854,0
20833_2024_Q3,20833,2024,3,14,915,0
20833_2024_Q4,20833,2024,4,11,973,0
20833_2025_Q1,20833,2025,1,12,1000,0
20833_2025_Q2,20833,2025,2,7,1046,0
20833_2025_Q3,20833,2025,3,11,1091,0
20833_2025_Q4,20833,2025,4,8,1134,0
20837_2023_Q1,20837,2023,1,10,517,1
20837_2023_Q2,20837,2023,2,15,560,0
20837_2023_Q3,20837,2023,3,11,611,0
20837_2023_Q4,20837,2023,4,9,663,0
20837_2024_Q1,20837,2024,1,5,704,0
20837_2024_Q2,20837,2024,2,8,772,0
20837_2024_Q3,20837,2024,3,12,845,1
20837_2024_Q4,20837,2024,4,15,884,0
20837_2025_Q1,20837,2025,1,15,922,1
20837_2025_Q2,20837,2025,2,8,947,0
20837_2025_Q3,20837,2025,3,13,984,0
20837_2025_Q4,20837,2025,4,13,1018,0
20838_2023_Q1,20838,2023,1,0,12,0
20838_2023_Q2,20838,2023,2,0,12,0
20838_2023_Q3,20838,2023,3,0,12,0
20838_2023_Q4,20838,2023,4,0,12,0
20838_2024_Q1,20838,2024,1,0,12,0
20838_2024_Q2,20838,2024,2,0,14,0
20838_2024_Q3,20838,2024,3,0,12,0
20838_2024_Q4,20838,2024,4,0,13,0
20838_2025_Q1,20838,2025,1,0,18,0
20838_2025_Q2,20838,2025,2,0,21,0
20838_2025_Q3,20838,2025,3,0,24,0
20838_2025_Q4,20838,2025,4,0,24,0
20839_2023_Q1,20839,2023,1,0,5,0
20839_2023_Q2,20839,2023,2,0,7,0
20839_2023_Q3,20839,2023,3,0,9,0
20839_2023_Q4,20839,2023,4,1,10,0
20839_2024_Q1,20839,2024,1,1,10,0
20839_2024_Q2,20839,2024,2,0,14,0
20839_2024_Q3,20839,2024,3,0,21,0
20839_2024_Q4,20839,2024,4,0,21,0
20839_2025_Q1,20839,2025,1,0,23,0
20839_2025_Q2,20839,2025,2,0,24,0
20839_2025_Q3,20839,2025,3,0,24,0
20839_2025_Q4,20839,2025,4,1,24,0
20841_2023_Q1,20841,2023,1,7,790,0
20841_2023_Q2,20841,2023,2,8,894,1
20841_2023_Q3,20841,2023,3,12,1023,1
20841_2023_Q4,20841,2023,4,17,1139,0
20841_2024_Q1,20841,2024,1,17,1225,0
20841_2024_Q2,20841,2024,2,10,1311,0
20841_2024_Q3,20841,2024,3,11,1436,0
20841_2024_Q4,20841,2024,4,12,1541,0
20841_2025_Q1,20841,2025,1,15,1657,0
20841_2025_Q2,20841,2025,2,9,1722,0
20841_2025_Q3,20841,2025,3,19,1821,0
20841_2025_Q4,20841,2025,4,14,1875,0
20842_2023_Q1,20842,2023,1,1,149,0
20842_2023_Q2,20842,2023,2,3,157,0
20842_2023_Q3,20842,2023,3,1,157,0
20842_2023_Q4,20842,2023,4,6,166,0
20842_2024_Q1,20842,2024,1,5,185,0
20842_2024_Q2,20842,2024,2,5,199,0
20842_2024_Q3,20842,2024,3,6,212,0
20842_2024_Q4,20842,2024,4,4,227,1
20842_2025_Q1,20842,2025,1,5,247,0
20842_2025_Q2,20842,2025,2,2,254,0
20842_2025_Q3,20842,2025,3,3,264,0
20842_2025_Q4,20842,2025,4,5,264,0
20847_2023_Q1,20847,2023,1,0,0,0
20847_2023_Q2,20847,2023,2,0,0,0
20847_2023_Q3,20847,2023,3,0,0,0
20847_2023_Q4,20847,2023,4,0,0,0
20847_2024_Q1,20847,2024,1,0,0,0
20847_2024_Q2,20847,2024,2,0,0,0
20847_2024_Q3,20847,2024,3,0,0,0
20847_2024_Q4,20847,2024,4,0,0,0
20847_2025_Q1,20847,2025,1,0,0,0
20847_2025_Q2,20847,2025,2,0,0,0
20847_2025_Q3,20847,2025,3,0,0,0
20847_2025_Q4,20847,2025,4,0,0,0
20848_2023_Q1,20848,2023,1,0,0,0
20848_2023_Q2,20848,2023,2,0,0,0
20848_2023_Q3,20848,2023,3,0,0,0
20848_2023_Q4,20848,2023,4,0,0,0
20848_2024_Q1,20848,2024,1,0,0,0
20848_2024_Q2,20848,2024,2,0,0,0
20848_2024_Q3,20848,2024,3,0,0,0
20848_2024_Q4,20848,2024,4,0,0,0
20848_2025_Q1,20848,2025,1,0,0,0
20848_2025_Q2,20848,2025,2,0,0,0
20848_2025_Q3,20848,2025,3,0,0,0
20848_2025_Q4,20848,2025,4,0,0,0
20850_2023_Q1,20850,2023,1,29,4887,0
20850_2023_Q2,20850,2023,2,25,5437,0
20850_2023_Q3,20850,2023,3,28,6458,0
20850_2023_Q4,20850,2023,4,34,8089,6
20850_2024_Q1,20850,2024,1,36,9387,2
20850_2024_Q2,20850,2024,2,30,10050,0
20850_2024_Q3,20850,2024,3,43,10864,1
20850_2024_Q4,20850,2024,4,40,11599,1
20850_2025_Q1,20850,2025,1,44,12264,0
20850_2025_Q2,20850,2025,2,41,13029,0
20850_2025_Q3,20850,2025,3,34,14136,0
20850_2025_Q4,20850,2025,4,45,14699,3
20851_2023_Q1,20851,2023,1,21,448,0
20851_2023_Q2,20851,2023,2,21,474,0
20851_2023_Q3,20851,2023,3,19,512,0
20851_2023_Q4,20851,2023,4,27,584,0
20851_2024_Q1,20851,2024,1,30,631,0
20851_2024_Q2,20851,2024,2,21,683,1
20851_2024_Q3,20851,2024,3,22,724,0
20851_2024_Q4,20851,2024,4,27,762,1
20851_2025_Q1,20851,2025,1,27,828,0
20851_2025_Q2,20851,2025,2,18,886,0
20851_2025_Q3,20851,2025,3,27,944,0
20851_2025_Q4,20851,2025,4,25,994,0
20852_2023_Q1,20852,2023,1,22,2755,2
20852_2023_Q2,20852,2023,2,19,3104,1
20852_2023_Q3,20852,2023,3,27,3435,0
20852_2023_Q4,20852,2023,4,22,3725,0
20852_2024_Q1,20852,2024,1,31,3952,0
20852_2024_Q2,20852,2024,2,30,4292,0
20852_2024_Q3,20852,2024,3,40,4749,1
20852_2024_Q4,20852,2024,4,46,5035,0
20852_2025_Q1,20852,2025,1,38,5382,1
20852_2025_Q2,20852,2025,2,50,5729,0
20852_2025_Q3,20852,2025,3,36,5973,2
20852_2025_Q4,20852,2025,4,36,6132,0
20853_2023_Q1,20853,2023,1,46,1353,0
20853_2023_Q2,20853,2023,2,36,1508,0
20853_2023_Q3,20853,2023,3,44,1660,0
20853_2023_Q4,20853,2023,4,21,1812,0
20853_2024_Q1,20853,2024,1,30,1922,1
20853_2024_Q2,20853,2024,2,48,2039,0
20853_2024_Q3,20853,2024,3,41,2224,0
20853_2024_Q4,20853,2024,4,44,2343,0
20853_2025_Q1,20853,2025,1,60,2446,2
20853_2025_Q2,20853,2025,2,36,2514,1
20853_2025_Q3,20853,2025,3,48,2637,1
20853_2025_Q4,20853,2025,4,62,2737,1
20854_2023_Q1,20854,2023,1,30,6890,4
20854_2023_Q2,20854,2023,2,42,7449,0
20854_2023_Q3,20854,2023,3,27,8144,0
20854_2023_Q4,20854,2023,4,30,8775,0
20854_2024_Q1,20854,2024,1,41,9318,2
20854_2024_Q2,20854,2024,2,42,9837,0
20854_2024_Q3,20854,2024,3,38,10494,0
20854_2024_Q4,20854,2024,4,51,11114,4
20854_2025_Q1,20854,2025,1,30,11598,0
20854_2025_Q2,20854,2025,2,29,12055,1
20854_2025_Q3,20854,2025,3,40,12621,3
20854_2025_Q4,20854,2025,4,57,13023,0
20855_2023_Q1,20855,2023,1,13,1669,0
20855_2023_Q2,20855,2023,2,21,1845,0
20855_2023_Q3,20855,2023,3,13,2062,0
20855_2023_Q4,20855,2023,4,19,2461,0
20855_2024_Q1,20855,2024,1,17,2762,0
20855_2024_Q2,20855,2024,2,42,2949,0
20855_2024_Q3,20855,2024,3,29,3265,1
20855_2024_Q4,20855,2024,4,19,3542,0
20855_2025_Q1,20855,2025,1,38,3709,0
20855_2025_Q2,20855,2025,2,27,3791,0
20855_2025_Q3,20855,2025,3,30,4087,0
20855_2025_Q4,20855,2025,4,34,4239,0
20856_2023_Q1,20856,2023,1,0,0,0
20856_2023_Q2,20856,2023,2,0,0,0
20856_2023_Q3,20856,2023,3,0,0,0
20856_2023_Q4,20856,2023,4,0,0,0
20856_2024_Q1,20856,2024,1,0,0,0
20856_2024_Q2,20856,2024,2,0,0,0
20856_2024_Q3,20856,2024,3,0,0,0
20856_2024_Q4,20856,2024,4,0,0,0
20856_2025_Q1,20856,2025,1,0,0,0
20856_2025_Q2,20856,2025,2,0,0,0
20856_2025_Q3,20856,2025,3,0,0,0
20856_2025_Q4,20856,2025,4,0,0,0
20857_2023_Q1,20857,2023,1,0,0,0
20857_2023_Q2,20857,2023,2,0,0,0
20857_2023_Q3,20857,2023,3,0,0,0
20857_2023_Q4,20857,2023,4,0,0,0
20857_2024_Q1,20857,2024,1,0,0,0
20857_2024_Q2,20857,2024,2,0,0,0
20857_2024_Q3,20857,2024,3,0,0,0
20857_2024_Q4,20857,2024,4,0,0,0
20857_2025_Q1,20857,2025,1,0,0,0
20857_2025_Q2,20857,2025,2,0,0,0
20857_2025_Q3,20857,2025,3,0,0,0
20857_2025_Q4,20857,2025,4,0,0,0
20860_2023_Q1,20860,2023,1,3,150,0
20860_2023_Q2,20860,2023,2,3,151,0
20860_2023_Q3,20860,2023,3,1,166,0
20860_2023_Q4,20860,2023,4,1,187,0
20860_2024_Q1,20860,2024,1,6,198,1
20860_2024_Q2,20860,2024,2,6,222,0
20860_2024_Q3,20860,2024,3,8,248,0
20860_2024_Q4,20860,2024,4,11,263,0
20860_2025_Q1,20860,2025,1,2,264,0
20860_2025_Q2,20860,2025,2,5,274,0
20860_2025_Q3,20860,2025,3,2,295,0
20860_2025_Q4,20860,2025,4,1,318,0
20861_2023_Q1,20861,2023,1,7,238,0
20861_2023_Q2,20861,2023,2,2,261,0
20861_2023_Q3,20861,2023,3,6,299,0
20861_2023_Q4,20861,2023,4,9,333,0
20861_2024_Q1,20861,2024,1,12,375,1
20861_2024_Q2,20861,2024,2,14,397,0
20861_2024_Q3,20861,2024,3,13,450,0
20861_2024_Q4,20861,2024,4,9,477,0
20861_2025_Q1,20861,2025,1,2,506,0
20861_2025_Q2,20861,2025,2,9,523,0
20861_2025_Q3,20861,2025,3,6,538,0
20861_2025_Q4,20861,2025,4,6,557,0
20862_2023_Q1,20862,2023,1,0,33,0
20862_2023_Q2,20862,2023,2,1,41,0
20862_2023_Q3,20862,2023,3,0,50,0
20862_2023_Q4,20862,2023,4,0,51,0
20862_2024_Q1,20862,2024,1,1,52,0
20862_2024_Q2,20862,2024,2,0,56,0
20862_2024_Q3,20862,2024,3,1,60,0
20862_2024_Q4,20862,2024,4,0,63,0
20862_2025_Q1,20862,2025,1,0,69,0
20862_2025_Q2,20862,2025,2,0,73,0
20862_2025_Q3,20862,2025,3,0,74,0
20862_2025_Q4,20862,2025,4,0,78,0
20863_2023_Q1,20863,2023,1,0,0,0
20863_2023_Q2,20863,2023,2,0,0,0
20863_2023_Q3,20863,2023,3,0,0,0
20863_2023_Q4,20863,2023,4,0,0,0
20863_2024_Q1,20863,2024,1,0,0,0
20863_2024_Q2,20863,2024,2,0,0,0
20863_2024_Q3,20863,2024,3,0,0,0
20863_2024_Q4,20863,2024,4,0,0,0
20863_2025_Q1,20863,2025,1,0,0,0
20863_2025_Q2,20863,2025,2,0,0,0
20863_2025_Q3,20863,2025,3,0,0,0
20863_2025_Q4,20863,2025,4,0,0,0
20866_2023_Q1,20866,2023,1,36,421,0
20866_2023_Q2,20866,2023,2,43,480,0
20866_2023_Q3,20866,2023,3,32,559,0
20866_2023_Q4,20866,2023,4,41,642,0
20866_2024_Q1,20866,2024,1,51,726,1
20866_2024_Q2,20866,2024,2,53,789,0
20866_2024_Q3,20866,2024,3,64,866,0
20866_2024_Q4,20866,2024,4,58,933,0
20866_2025_Q1,20866,2025,1,79,991,1
20866_2025_Q2,20866,2025,2,59,1026,0
20866_2025_Q3,20866,2025,3,59,1064,0
20866_2025_Q4,20866,2025,4,60,1111,2
20868_2023_Q1,20868,2023,1,0,20,0
20868_2023_Q2,20868,2023,2,1,24,0
20868_2023_Q3,20868,2023,3,0,33,0
20868_2023_Q4,20868,2023,4,0,40,0
20868_2024_Q1,20868,2024,1,0,47,0
20868_2024_Q2,20868,2024,2,0,52,0
20868_2024_Q3,20868,2024,3,0,56,0
20868_2024_Q4,20868,2024,4,0,59,0
20868_2025_Q1,20868,2025,1,1,62,0
20868_2025_Q2,20868,2025,2,0,62,0
20868_2025_Q3,20868,2025,3,0,64,0
20868_2025_Q4,20868,2025,4,0,69,0
20871_2023_Q1,20871,2023,1,59,3003,0
20871_2023_Q2,20871,2023,2,47,3473,0
20871_2023_Q3,20871,2023,3,49,3910,0
20871_2023_Q4,20871,2023,4,47,4259,0
20871_2024_Q1,20871,2024,1,60,4596,0
20871_2024_Q2,20871,2024,2,65,5022,0
20871_2024_Q3,20871,2024,3,58,5467,0
20871_2024_Q4,20871,2024,4,71,5739,0
20871_2025_Q1,20871,2025,1,81,5991,0
20871_2025_Q2,20871,2025,2,51,6247,1
20871_2025_Q3,20871,2025,3,47,6507,0
20871_2025_Q4,20871,2025,4,72,6695,0
20872_2023_Q1,20872,2023,1,18,442,0
20872_2023_Q2,20872,2023,2,12,477,0
20872_2023_Q3,20872,2023,3,22,534,0
20872_2023_Q4,20872,2023,4,27,590,0
20872_2024_Q1,20872,2024,1,37,620,0
20872_2024_Q2,20872,2024,2,41,660,0
20872_2024_Q3,20872,2024,3,52,753,0
20872_2024_Q4,20872,2024,4,41,815,0
20872_2025_Q1,20872,2025,1,40,888,0
20872_2025_Q2,20872,2025,2,42,927,0
20872_2025_Q3,20872,2025,3,46,1016,0
20872_2025_Q4,20872,2025,4,33,1054,1
20873_2023_Q1,20873,2023,1,0,0,0
20873_2023_Q2,20873,2023,2,0,0,0
20873_2023_Q3,20873,2023,3,0,0,0
20873_2023_Q4,20873,2023,4,0,0,0
20873_2024_Q1,20873,2024,1,0,0,0
20873_2024_Q2,20873,2024,2,0,0,0
20873_2024_Q3,20873,2024,3,0,0,0
20873_2024_Q4,20873,2024,4,0,0,0
20873_2025_Q1,20873,2025,1,0,0,0
20873_2025_Q2,20873,2025,2,0,0,0
20873_2025_Q3,20873,2025,3,1,0,0
20873_2025_Q4,20873,2025,4,0,0,0
20874_2023_Q1,20874,2023,1,160,2019,0
20874_2023_Q2,20874,2023,2,110,2269,0
20874_2023_Q3,20874,2023,3,149,2497,0
20874_2023_Q4,20874,2023,4,129,2831,1
20874_2024_Q1,20874,2024,1,144,3065,0
20874_2024_Q2,20874,2024,2,146,3348,0
20874_2024_Q3,20874,2024,3,162,3708,1
20874_2024_Q4,20874,2024,4,163,4023,0
20874_2025_Q1,20874,2025,1,172,4286,2
20874_2025_Q2,20874,2025,2,145,4451,1
20874_2025_Q3,20874,2025,3,177,4653,0
20874_2025_Q4,20874,2025,4,181,4823,1
20875_2023_Q1,20875,2023,1,0,3,0
20875_2023_Q2,20875,2023,2,0,3,0
20875_2023_Q3,20875,2023,3,0,3,0
20875_2023_Q4,20875,2023,4,0,3,0
20875_2024_Q1,20875,2024,1,0,3,0
20875_2024_Q2,20875,2024,2,0,2,0
20875_2024_Q3,20875,2024,3,0,0,0
20875_2024_Q4,20875,2024,4,0,0,0
20875_2025_Q1,20875,2025,1,0,1,0
20875_2025_Q2,20875,2025,2,0,3,0
20875_2025_Q3,20875,2025,3,0,3,0
20875_2025_Q4,20875,2025,4,0,3,0
20876_2023_Q1,20876,2023,1,50,962,0
20876_2023_Q2,20876,2023,2,47,1052,0
20876_2023_Q3,20876,2023,3,41,1174,0
20876_2023_Q4,20876,2023,4,48,1256,0
20876_2024_Q1,20876,2024,1,57,1332,0
20876_2024_Q2,20876,2024,2,40,1447,0
20876_2024_Q3,20876,2024,3,46,1582,0
20876_2024_Q4,20876,2024,4,54,1680,0
20876_2025_Q1,20876,2025,1,60,1776,0
20876_2025_Q2,20876,2025,2,62,1854,0
20876_2025_Q3,20876,2025,3,57,1956,0
20876_2025_Q4,20876,2025,4,50,2051,1
20877_2023_Q1,20877,2023,1,42,829,0
20877_2023_Q2,20877,2023,2,36,937,0
