zip_code,foreclosure_notices_mean,foreclosure_notices_std,foreclosure_notices_max,foreclosure_notices_trend,ev_registrations_mean,ev_registrations_std,ev_registrations_max,ev_registrations_trend,sewer_overflow_incidents_mean,sewer_overflow_incidents_std,sewer_overflow_incidents_max,sewer_overflow_incidents_trend,n_quarters,dbscan_cluster
21601,32.916666666666664,5.418123347254158,41,0.07342657342657345,994.75,220.74177633194353,1358,60.89160839160839,0.5833333333333334,0.7929614610987591,2,-0.08741258741258741,12,0
21602,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21603,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21607,2.1666666666666665,1.8989630344113089,7,-0.15384615384615385,10.416666666666666,3.5537005893558162,15,0.5279720279720279,0.0,0.0,0,0.0,12,0
21610,1.0,1.1281521496355322,3,-0.055944055944055944,7.0,2.1320071635561044,9,0.43356643356643354,0.08333333333333333,0.28867513459481287,1,0.003496503496503496,12,0
21612,1.6666666666666667,1.3706888336846839,4,-0.034965034965034975,17.75,3.222788177396031,21,0.7727272727272727,0.0,0.0,0,0.0,12,0
21613,62.5,21.043245515323484,99,4.531468531468532,357.8333333333333,117.15865958242912,525,32.40559440559441,3.25,3.4145410978769766,12,-0.2972027972027972,12,-1
21616,0.16666666666666666,0.3892494720807615,1,0.03496503496503496,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21617,24.916666666666668,4.0330077504452575,30,0.06643356643356643,337.5,91.8333470824386,482,25.04195804195804,0.08333333333333333,0.28867513459481287,1,0.003496503496503496,12,0
21619,19.833333333333332,2.757908737804898,24,0.15384615384615385,385.5,125.24920613067229,588,34.21678321678322,0.08333333333333333,0.2886751345948129,1,-0.024475524475524472,12,0
21620,30.0,6.105139414683932,38,1.2097902097902098,403.6666666666667,106.05173123042215,564,29.258741258741257,0.16666666666666666,0.3892494720807615,1,0.006993006993006994,12,0
21621,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21622,1.5833333333333333,0.90033663737852,3,0.02447552447552447,2.8333333333333335,3.2983007562664564,9,0.853146853146853,0.0,0.0,0,0.0,12,0
21623,10.416666666666666,3.895412997904384,19,0.6258741258741258,57.083333333333336,14.266670206739859,78,3.9055944055944054,0.0,0.0,0,0.0,12,0
21625,4.666666666666667,2.902454551623922,12,-0.19580419580419578,55.583333333333336,7.94822259528773,66,1.688811188811189,0.0,0.0,0,0.0,12,0
21626,1.9166666666666667,1.9752253419585197,6,-0.28321678321678323,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
21627,0.25,0.4522670168666455,1,-0.045454545454545456,2.25,1.3568010505999362,3,0.28321678321678323,0.0,0.0,0,0.0,12,0
21628,1.6666666666666667,1.497472618255253,5,-0.04195804195804196,7.666666666666667,3.498917581542075,13,0.9230769230769231,0.0,0.0,0,0.0,12,0
21629,42.833333333333336,11.464041278024185,58,2.5454545454545454,176.5,42.864479891439665,237,11.762237762237762,0.08333333333333333,0.2886751345948129,1,-0.010489510489510488,12,0
21631,8.916666666666666,3.4498572653828954,16,0.6888111888111887,40.166666666666664,11.49571725259086,56,3.0,0.0,0.0,0,0.0,12,0
21632,35.75,7.496969084539795,51,1.7027972027972027,39.166666666666664,8.526251796479487,49,2.0,0.3333333333333333,0.4923659639173309,1,-0.006993006993006993,12,0
21634,2.8333333333333335,1.1146408580454255,4,-0.09790209790209789,3.4166666666666665,1.5050420310248867,6,-0.22727272727272727,0.0,0.0,0,0.0,12,0
21635,2.1666666666666665,1.1934162828797101,4,0.013986013986013986,45.583333333333336,12.486052825113113,73,3.2622377622377616,0.0,0.0,0,0.0,12,0
21636,4.916666666666667,3.287948609787881,11,0.7657342657342656,3.9166666666666665,2.6097137890209456,12,0.4090909090909091,0.0,0.0,0,0.0,12,0
21637,1.0,1.1281521496355325,3,0.09090909090909091,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12,0
